celebrity_name,season,week,twitter_mentions,instagram_engagement,facebook_shares,youtube_views,sentiment_score,google_search_volume
Skai Jackson,29,6,1613,136178,641,74107,0.21,96.7
Skai Jackson,29,7,1706,128843,690,423765,0.372,110.3
Skai Jackson,29,8,1747,53824,707,1116862,0.724,131.2
Skai Jackson,29,9,1927,190133,776,1454237,0.521,98.9
Skai Jackson,29,10,1936,176691,812,665262,0.836,119.8
Justina Machado,29,1,1141,17158,428,958502,0.496,11.8
Justina Machado,29,2,1209,29002,495,212307,0.567,12.9
Justina Machado,29,3,1393,13831,486,1521037,0.266,17.7
Justina Machado,29,4,1479,28892,596,349223,0.451,15.9
Justina Machado,29,5,1523,26753,619,631235,-0.132,15.1
Justina Machado,29,6,1684,27229,661,103929,0.403,26.2
Justina Machado,29,7,1719,30118,752,233617,0.512,28.7
Justina Machado,29,8,1901,33051,743,1029618,0.584,21.8
Justina Machado,29,9,2057,57734,786,3849303,0.379,28.5
Justina Machado,29,10,2097,17394,823,4523793,0.941,29.8
Justina Machado,29,11,2235,55470,837,53858,0.824,31.0
Charles Oakley,29,1,485,22839,237,204280,-0.46,22.7
Charles Oakley,29,2,594,22476,197,1227708,-0.092,19.1
Veron Davis,29,1,772,14159,324,206839,0.17,21.5
Veron Davis,29,2,870,15861,317,1060666,0.278,21.4
Veron Davis,29,3,856,17777,359,506125,0.332,17.1
Veron Davis,29,4,985,9019,396,268510,0.525,28.2
Veron Davis,29,5,1031,8252,411,853307,-0.021,28.6
Veron Davis,29,6,1059,15264,437,181138,0.153,21.6
Johnny Weir,29,1,1128,19306,432,653718,0.018,22.1
Johnny Weir,29,2,1128,26687,443,190497,-0.167,14.4
Johnny Weir,29,3,1233,22463,453,306200,0.386,15.7
Johnny Weir,29,4,1316,36215,537,177210,0.652,17.9
Johnny Weir,29,5,1394,11786,554,864299,0.356,29.6
Johnny Weir,29,6,1545,40790,557,81445,0.038,25.0
Johnny Weir,29,7,1578,29217,692,193640,0.316,25.0
Johnny Weir,29,8,1738,33831,670,441599,0.614,32.5
Johnny Weir,29,9,1799,44664,693,149896,0.587,35.0
Johnny Weir,29,10,1906,39978,771,1709468,0.183,25.7
Nev Schulman,29,1,1308,11592,475,105943,0.539,29.2
Nev Schulman,29,2,1417,17791,490,145743,0.132,31.4
Nev Schulman,29,3,1535,34976,611,57809,0.717,30.7
Nev Schulman,29,4,1673,41050,671,335541,0.286,51.3
Nev Schulman,29,5,1777,15856,657,5270099,0.413,43.2
Nev Schulman,29,6,1821,42673,752,709773,0.32,49.2
Nev Schulman,29,7,1947,34388,773,857826,0.851,39.0
Nev Schulman,29,8,2090,49784,877,3216788,0.674,54.7
Nev Schulman,29,9,2197,24396,829,982007,0.619,62.9
Nev Schulman,29,10,2353,20329,944,428005,0.32,54.1
Nev Schulman,29,11,2389,31823,992,568609,0.848,73.0
AJ McLean,29,1,970,65228,405,109917,0.193,41.2
AJ McLean,29,2,1092,78076,419,273202,-0.16,46.1
AJ McLean,29,3,1215,27300,458,498257,0.174,50.2
AJ McLean,29,4,1245,39607,517,653684,0.205,48.7
AJ McLean,29,5,1365,88853,573,855142,0.71,35.6
AJ McLean,29,6,1398,106847,584,291398,-0.052,62.2
AJ McLean,29,7,1473,70039,613,111710,0.501,56.7
AJ McLean,29,8,1700,64138,633,316752,0.426,55.5
AJ McLean,29,9,1736,43854,672,422293,0.241,51.4
Nelly,29,1,1223,30954,501,378297,0.034,36.7
Nelly,29,2,1325,48272,520,1338011,0.207,51.8
Nelly,29,3,1437,50093,541,1079812,0.211,46.3
Nelly,29,4,1531,63162,600,549976,-0.033,64.3
Nelly,29,5,1626,66657,613,259706,0.25,60.1
Nelly,29,6,1786,21279,746,559134,0.006,43.0
Nelly,29,7,1850,51625,723,1200323,0.14,55.2
Nelly,29,8,1970,62103,786,626131,0.265,54.8
Nelly,29,9,2101,67005,903,1346510,0.515,90.1
Nelly,29,10,2158,88462,871,820330,0.616,70.0
Nelly,29,11,2354,38219,928,634696,0.797,94.4
Kaitlyn Bristowe,29,1,1300,624297,520,793488,0.088,49.2
Kaitlyn Bristowe,29,2,1331,1356573,559,169833,0.541,60.9
Kaitlyn Bristowe,29,3,1549,889608,598,1730833,0.531,84.3
Kaitlyn Bristowe,29,4,1736,1156332,691,280655,0.009,89.7
Kaitlyn Bristowe,29,5,1783,1944956,746,187948,0.209,96.7
Kaitlyn Bristowe,29,6,1918,1727660,759,403614,0.967,104.7
Kaitlyn Bristowe,29,7,2028,1795984,787,267127,0.52,86.2
Kaitlyn Bristowe,29,8,2124,1987146,849,260191,0.757,71.4
Kaitlyn Bristowe,29,9,2286,2298136,837,9387426,0.72,111.6
Kaitlyn Bristowe,29,10,2364,2695172,960,362464,0.609,92.1
Kaitlyn Bristowe,29,11,2438,1237052,1020,259919,0.722,127.0
Carole Baskin,29,1,570,83917,250,303539,-0.23,8.1
Carole Baskin,29,2,630,47382,250,80543,-0.03,11.7
Carole Baskin,29,3,706,36846,292,56223,-0.22,8.9
Monica Aldama,29,1,859,371674,370,59534,0.026,17.9
Monica Aldama,29,2,916,303566,382,600654,-0.273,14.8
Monica Aldama,29,3,933,289922,381,484199,0.004,14.1
Monica Aldama,29,4,1002,166107,416,589666,0.239,14.0
Monica Aldama,29,5,1181,180338,508,63115,0.358,22.0
Monica Aldama,29,6,1199,233176,495,389911,0.253,24.4
Monica Aldama,29,7,1251,660921,483,347853,0.194,17.1
Jeannie Mai,29,1,856,45074,336,278246,0.088,60.9
Jeannie Mai,29,2,1008,22501,379,421808,0.605,56.4
Jeannie Mai,29,3,990,60089,383,484664,-0.087,60.5
Jeannie Mai,29,4,1127,35303,449,184525,0.404,74.3
Jeannie Mai,29,5,1175,25536,448,374529,0.357,67.2
Jeannie Mai,29,6,1248,26454,507,359727,0.273,62.6
Jeannie Mai,29,7,1331,54655,553,176599,0.264,77.5
Martin Kove,30,1,547,25914,197,238029,-0.29,60.7
Martin Kove,30,2,631,17882,246,146981,-0.209,93.5
Brian Austin Green,30,1,656,1112677,252,124272,-0.28,28.2
Brian Austin Green,30,2,706,2708454,272,162613,-0.34,33.7
Brian Austin Green,30,3,796,1486467,298,430039,-0.07,31.5
Brian Austin Green,30,4,850,1155489,344,147416,-0.058,44.9
Melora Hardin,30,1,1061,92219,407,885870,-0.003,45.7
Melora Hardin,30,2,1145,51079,449,1315272,-0.013,52.7
Melora Hardin,30,3,1218,109908,526,1955158,0.66,44.0
Melora Hardin,30,4,1358,102540,533,1894646,0.628,66.0
Melora Hardin,30,5,1412,143712,578,345228,0.332,42.6
Melora Hardin,30,6,1563,96832,583,598252,0.945,65.4
Melora Hardin,30,7,1592,43722,654,656723,0.672,58.3
Melora Hardin,30,8,1680,45628,671,870061,1.0,53.9
Melora Hardin,30,9,1852,80124,695,661736,0.586,75.3
Matt James,30,1,779,146452,291,113011,0.113,67.5
Matt James,30,2,762,261708,303,286930,0.202,97.9
Matt James,30,3,840,480573,321,150063,-0.022,68.5
Matt James,30,4,886,667030,352,332208,0.086,114.9
"Mike ""The Miz"" Mizanin",30,1,844,1886,355,147636,-0.227,20.3
"Mike ""The Miz"" Mizanin",30,2,1012,1514,403,104607,0.366,24.3
"Mike ""The Miz"" Mizanin",30,3,1020,1804,421,82804,0.027,26.5
"Mike ""The Miz"" Mizanin",30,4,1134,2054,453,164163,0.478,24.8
"Mike ""The Miz"" Mizanin",30,5,1193,3023,542,37311,0.129,33.1
"Mike ""The Miz"" Mizanin",30,6,1316,3569,521,1272060,0.342,41.8
"Mike ""The Miz"" Mizanin",30,7,1359,2684,517,364778,0.083,43.4
Suni Lee,30,1,1045,354487,429,162215,0.204,28.3
Suni Lee,30,2,1252,312482,448,982011,0.454,51.3
Suni Lee,30,3,1296,355815,530,1144105,0.087,45.4
Suni Lee,30,4,1361,433149,557,1171471,0.168,39.5
Suni Lee,30,5,1488,287084,606,516271,0.289,61.3
Suni Lee,30,6,1544,306747,605,509705,0.768,55.1
Suni Lee,30,7,1794,291643,662,85248,0.418,63.4
Suni Lee,30,8,1821,644063,695,144967,0.699,49.7
Suni Lee,30,9,1903,709808,782,10663901,0.606,78.5
Iman Shumpert,30,1,1320,49183,516,538693,-0.012,73.5
Iman Shumpert,30,2,1473,88490,579,593775,-0.075,70.0
Iman Shumpert,30,3,1566,77543,549,215859,0.284,90.2
Iman Shumpert,30,4,1685,104324,665,417439,0.163,101.5
Iman Shumpert,30,5,1815,48762,746,882416,0.475,87.8
Iman Shumpert,30,6,1807,124703,796,5278062,0.502,99.5
Iman Shumpert,30,7,2059,127015,833,632191,0.677,86.5
Iman Shumpert,30,8,2079,137542,893,1775696,0.369,146.4
Iman Shumpert,30,9,2242,109900,941,583557,0.597,89.5
Iman Shumpert,30,10,2345,95720,989,3141339,0.582,121.0
Cody Rigsby,30,1,1243,13645,497,658662,-0.152,20.5
Cody Rigsby,30,2,1308,7178,554,1329237,0.039,17.4
Cody Rigsby,30,3,1444,19495,563,1512614,0.07,25.7
Cody Rigsby,30,4,1572,16538,619,836419,0.318,31.9
Cody Rigsby,30,5,1614,8739,669,546928,0.647,25.8
Cody Rigsby,30,6,1749,10952,710,1147402,0.331,27.4
Cody Rigsby,30,7,1872,28053,719,143815,0.123,35.9
Cody Rigsby,30,8,2001,19181,818,389293,0.36,28.9
Cody Rigsby,30,9,2029,21251,783,398223,0.616,26.2
Cody Rigsby,30,10,2251,13790,884,1158780,0.656,44.9
Melanie C,30,1,798,233148,301,362988,0.074,50.3
Melanie C,30,2,769,109418,332,242885,0.577,42.2
Melanie C,30,3,930,178087,379,161372,0.045,40.3
Melanie C,30,4,995,146776,395,3447727,0.413,61.7
Melanie C,30,5,1018,287495,414,398530,0.28,46.8
Jimmie Allen,30,1,961,427555,396,1324607,0.016,20.7
Jimmie Allen,30,2,1131,538188,410,677978,-0.176,19.8
Jimmie Allen,30,3,1227,535928,437,554176,0.42,24.7
Jimmie Allen,30,4,1306,1024076,530,39216,0.38,26.5
Jimmie Allen,30,5,1356,936053,580,1222006,0.688,37.7
Jimmie Allen,30,6,1456,513512,574,1585228,0.419,41.9
Jimmie Allen,30,7,1591,1026765,582,708598,0.607,44.5
Jimmie Allen,30,8,1593,786843,644,458486,0.404,42.9
Olivia Jade,30,1,923,24961,408,614184,0.003,45.4
Olivia Jade,30,2,985,29887,359,363379,0.486,38.6
Olivia Jade,30,3,1083,17501,465,843475,0.348,54.5
Olivia Jade,30,4,1162,32078,465,80273,0.297,70.8
Olivia Jade,30,5,1291,27718,501,332284,0.401,60.0
Olivia Jade,30,6,1365,29479,552,655980,0.349,76.1
Olivia Jade,30,7,1446,33399,580,898535,0.735,92.1
Olivia Jade,30,8,1565,56646,595,379793,0.208,93.0
JoJo Siwa,30,1,1279,45406,509,129649,0.384,41.4
JoJo Siwa,30,2,1369,41559,562,757761,0.49,39.9
JoJo Siwa,30,3,1483,36718,627,86164,0.302,37.8
JoJo Siwa,30,4,1530,44623,652,994159,0.602,55.0
JoJo Siwa,30,5,1725,77508,633,3558842,0.339,35.4
JoJo Siwa,30,6,1868,53389,730,1659197,0.395,56.8
JoJo Siwa,30,7,1952,61896,766,791909,0.744,64.2
JoJo Siwa,30,8,2065,67390,811,861447,0.538,68.2
JoJo Siwa,30,9,2213,52878,879,1365135,0.859,76.4
JoJo Siwa,30,10,2144,32879,928,696677,0.78,49.7
Christine Chiu,30,1,582,170208,238,318017,-0.14,39.2
Christine Chiu,30,2,622,173143,272,165519,0.164,42.1
Christine Chiu,30,3,690,121930,269,211384,0.636,39.7
Kenya Moore,30,1,814,199911,349,2164225,0.023,28.4
Kenya Moore,30,2,907,90343,336,94541,-0.037,43.8
Kenya Moore,30,3,997,217917,401,1638017,0.135,34.1
Kenya Moore,30,4,1047,169861,426,231319,0.023,45.5
Kenya Moore,30,5,1154,158452,430,668332,0.22,34.4
Kenya Moore,30,6,1164,226120,509,509093,0.102,36.4
Amanda Kloots,30,1,1136,48491,436,240909,-0.012,17.3
Amanda Kloots,30,2,1244,59989,530,393638,0.785,13.3
Amanda Kloots,30,3,1377,32723,542,397951,0.441,21.2
Amanda Kloots,30,4,1516,37154,572,299871,0.234,21.7
Amanda Kloots,30,5,1567,41415,631,2309921,0.557,28.5
Amanda Kloots,30,6,1732,107164,673,353694,0.842,18.8
Amanda Kloots,30,7,1767,49866,682,329968,0.347,30.2
Amanda Kloots,30,8,1940,56944,815,553149,0.701,23.7
Amanda Kloots,30,9,1955,130384,832,1785076,0.685,24.8
Amanda Kloots,30,10,2085,134829,854,4155931,0.527,41.0
Jason Lewis,31,1,496,116071,194,109535,-0.056,14.5
Cheryl Ladd,31,1,590,17874,240,264539,0.148,13.3
Cheryl Ladd,31,2,643,19610,279,66516,0.306,13.5
Cheryl Ladd,31,3,719,27316,281,277493,-0.023,12.1
Selma Blair,31,1,718,65379,263,746059,0.518,67.6
Selma Blair,31,2,791,147174,329,128119,0.049,106.0
Selma Blair,31,3,861,103325,330,44561,0.312,113.7
Selma Blair,31,4,904,263379,319,129519,0.44,96.4
Selma Blair,31,5,909,124997,358,540026,0.178,135.5
Joseph Baena,31,1,731,3570,305,273870,0.2,27.3
Joseph Baena,31,2,841,8801,318,431254,-0.011,39.7
Joseph Baena,31,3,857,11142,354,74051,0.56,50.8
Joseph Baena,31,4,891,16205,448,125304,0.385,49.2
Joseph Baena,31,5,1092,7744,408,332980,0.747,44.9
Trevor Donovan,31,1,1002,63216,428,80307,0.175,43.5
Trevor Donovan,31,2,1182,60071,463,1464890,0.046,57.3
Trevor Donovan,31,3,1167,145009,504,299392,0.027,51.2
Trevor Donovan,31,4,1315,94270,535,1158467,0.315,53.7
Trevor Donovan,31,5,1426,130962,561,429059,0.423,70.5
Trevor Donovan,31,6,1537,69493,598,1326546,0.458,74.7
Trevor Donovan,31,7,1634,119255,630,169627,0.467,72.2
Trevor Donovan,31,8,1760,116904,725,1577876,0.903,90.5
Trevor Donovan,31,9,1829,99852,731,697203,0.277,100.4
Daniel Durant,31,1,1078,63235,494,148477,0.178,77.6
Daniel Durant,31,2,1252,168937,425,146256,0.12,80.2
Daniel Durant,31,3,1253,189875,534,457898,0.465,79.6
Daniel Durant,31,4,1382,178541,605,149948,0.041,102.0
Daniel Durant,31,5,1441,167012,556,231707,0.41,92.7
Daniel Durant,31,6,1604,144884,637,290422,0.379,112.8
Daniel Durant,31,7,1707,154189,706,1870355,0.241,130.3
Daniel Durant,31,8,1765,229495,755,164428,0.51,78.3
Daniel Durant,31,9,1920,254457,745,81994,0.122,128.3
Wayne Brady,31,1,1239,608206,528,377853,0.216,7.1
Wayne Brady,31,2,1296,533704,535,605450,0.507,6.7
Wayne Brady,31,3,1450,458117,546,183933,0.304,8.6
Wayne Brady,31,4,1560,220306,639,465145,0.049,10.2
Wayne Brady,31,5,1696,382823,677,683504,0.338,10.1
Wayne Brady,31,6,1668,786051,737,1823439,0.372,11.1
Wayne Brady,31,7,1880,397094,742,747782,0.117,8.3
Wayne Brady,31,8,2023,644396,813,432111,0.307,13.3
Wayne Brady,31,9,2132,1013785,905,738833,0.824,10.1
Wayne Brady,31,10,2256,802505,894,304829,0.677,11.9
Sam Champion,31,1,711,16168,257,86284,0.388,37.7
Sam Champion,31,2,741,18286,288,575051,0.14,31.8
Sam Champion,31,3,762,10477,314,146840,0.277,39.9
Sam Champion,31,4,836,22691,348,368302,0.017,34.8
Jessie James Decker,31,1,869,37273,323,212723,-0.163,4.9
Jessie James Decker,31,2,906,46531,365,372722,0.149,3.9
Jessie James Decker,31,3,983,29738,416,129465,-0.129,5.8
Jessie James Decker,31,4,996,45549,411,520955,0.214,3.8
Jessie James Decker,31,5,1101,49824,412,283125,0.693,5.5
Jessie James Decker,31,6,1214,65873,481,145060,0.622,5.0
Jordin Sparks,31,1,859,334913,354,1749352,0.526,27.6
Jordin Sparks,31,2,953,323485,393,529840,0.682,41.6
Jordin Sparks,31,3,1019,354330,423,282890,0.435,42.6
Jordin Sparks,31,4,1094,241285,432,316947,0.532,41.1
Jordin Sparks,31,5,1193,551122,438,202443,0.739,44.0
Jordin Sparks,31,6,1229,812088,536,486885,0.076,55.6
Jordin Sparks,31,7,1424,830822,584,260078,0.586,41.6
Heidi D'Amelio,31,1,906,28789,375,454790,-0.197,17.8
Heidi D'Amelio,31,2,1027,29014,440,522071,0.288,20.1
Heidi D'Amelio,31,3,1122,17171,447,654761,0.299,21.5
Heidi D'Amelio,31,4,1182,22894,500,396335,0.607,23.7
Heidi D'Amelio,31,5,1301,39109,516,552522,0.365,23.4
Heidi D'Amelio,31,6,1320,31934,567,517500,0.483,22.3
Heidi D'Amelio,31,7,1428,38103,588,3608883,0.371,26.1
Heidi D'Amelio,31,8,1550,40803,620,395825,0.616,22.2
Charli D'Amelio,31,1,1357,221583,534,203127,0.187,38.6
Charli D'Amelio,31,2,1517,193067,589,961971,0.742,65.4
Charli D'Amelio,31,3,1590,91903,579,5707540,0.382,80.3
Charli D'Amelio,31,4,1660,193185,649,282745,0.482,60.3
Charli D'Amelio,31,5,1815,254613,717,1673074,0.497,71.3
Charli D'Amelio,31,6,1986,315285,743,1514752,0.774,77.5
Charli D'Amelio,31,7,2017,318555,774,474033,0.32,67.9
Charli D'Amelio,31,8,2218,197300,880,156955,0.463,73.1
Charli D'Amelio,31,9,2344,185949,888,1075867,0.174,79.4
Charli D'Amelio,31,10,2429,207346,1022,152321,0.317,81.4
Teresa Giudice,31,1,529,53607,232,312069,-0.615,25.3
Teresa Giudice,31,2,556,40478,208,90965,-0.182,30.1
Vinny Guadagnino,31,1,947,48558,358,393480,-0.174,41.6
Vinny Guadagnino,31,2,1063,49843,455,85530,0.345,37.0
Vinny Guadagnino,31,3,1191,74949,476,199898,0.335,37.0
Vinny Guadagnino,31,4,1250,49342,490,1720196,0.246,51.3
Vinny Guadagnino,31,5,1408,88893,561,211234,0.486,52.8
Vinny Guadagnino,31,6,1451,108232,586,976888,0.132,61.7
Vinny Guadagnino,31,7,1489,73087,591,848055,0.142,72.4
Vinny Guadagnino,31,8,1637,147312,615,655352,-0.084,65.2
Shangela,31,1,1186,12575,439,333380,0.401,32.7
Shangela,31,2,1249,16053,514,907410,0.202,34.8
Shangela,31,3,1328,16145,551,212711,0.292,27.2
Shangela,31,4,1453,15898,602,462955,0.37,35.4
Shangela,31,5,1496,5465,635,475130,0.522,42.7
Shangela,31,6,1618,12881,702,215329,0.424,41.7
Shangela,31,7,1752,10051,705,292331,0.59,42.5
Shangela,31,8,1906,15283,736,352927,0.75,32.5
Shangela,31,9,2029,14824,777,1099382,0.486,36.9
Shangela,31,10,2111,24627,832,380830,0.183,58.2
Gabby Windey,31,1,1345,71875,529,553093,0.095,19.9
Gabby Windey,31,2,1465,84504,564,101793,0.335,29.0
Gabby Windey,31,3,1475,115825,559,548813,0.382,21.1
Gabby Windey,31,4,1507,103178,601,159783,0.231,31.4
Gabby Windey,31,5,1679,126774,734,588561,0.69,40.0
Gabby Windey,31,6,1884,134773,762,713719,0.431,24.3
Gabby Windey,31,7,2000,73886,763,444001,0.269,42.4
Gabby Windey,31,8,2066,148667,807,1941526,0.484,46.9
Gabby Windey,31,9,2222,146950,835,1657074,0.641,32.2
Gabby Windey,31,10,2338,110645,935,933627,0.684,30.0
Jamie Lynn Spears,32,1,694,67790,247,141423,-0.494,32.2
Jamie Lynn Spears,32,2,654,116304,259,166228,-0.04,41.2
Mira Sorvino,32,1,782,44015,321,471111,0.214,18.2
Mira Sorvino,32,2,931,32214,349,463363,0.069,28.0
Mira Sorvino,32,3,1030,91435,435,1628760,0.059,21.4
Mira Sorvino,32,4,1075,70351,392,687044,0.141,21.3
Mira Sorvino,32,5,1158,73211,432,286278,0.276,28.7
Barry Williams,32,1,1064,81943,420,630770,-0.026,42.0
Barry Williams,32,2,1080,73704,422,1027371,0.406,35.3
Barry Williams,32,3,1117,54287,438,204639,0.121,35.7
Barry Williams,32,4,1290,80071,482,557156,0.282,50.2
Barry Williams,32,5,1352,151533,535,1135728,0.422,32.5
Barry Williams,32,6,1457,66719,587,229421,0.04,50.2
Barry Williams,32,7,1532,60339,574,1131371,0.203,53.5
Barry Williams,32,8,1653,121055,635,1071733,0.53,39.3
Alyson Hannigan,32,1,1122,30764,440,414458,-0.158,32.9
Alyson Hannigan,32,2,1286,34808,510,180099,0.066,45.2
Alyson Hannigan,32,3,1299,31729,524,1544598,0.502,43.5
Alyson Hannigan,32,4,1396,15947,556,83375,0.015,42.3
Alyson Hannigan,32,5,1468,43641,600,208451,0.19,64.9
Alyson Hannigan,32,6,1589,26302,668,105665,0.51,53.7
Alyson Hannigan,32,7,1742,26350,710,361492,0.672,55.4
Alyson Hannigan,32,8,1788,32520,716,348166,0.36,55.5
Alyson Hannigan,32,9,1939,31722,739,415019,0.38,67.0
Alyson Hannigan,32,10,1967,38651,851,783065,0.521,48.6
Alyson Hannigan,32,11,2068,49526,822,214006,0.298,70.4
Xochitl Gomez,32,1,1335,137869,542,76509,0.557,37.1
Xochitl Gomez,32,2,1446,307302,561,6267645,0.743,36.4
Xochitl Gomez,32,3,1526,438638,637,1010035,0.174,28.5
Xochitl Gomez,32,4,1665,225591,693,806355,0.552,36.3
Xochitl Gomez,32,5,1854,365930,738,416779,0.8,31.6
Xochitl Gomez,32,6,1860,594233,751,379916,0.771,54.9
Xochitl Gomez,32,7,2062,457751,832,936489,0.578,48.9
Xochitl Gomez,32,8,2178,689975,878,1181139,0.321,51.3
Xochitl Gomez,32,9,2250,632982,971,1057290,0.447,61.4
Xochitl Gomez,32,10,2445,740883,933,2489803,0.683,57.2
Xochitl Gomez,32,11,2550,281074,1036,654300,0.663,67.0
Adrian Peterson,32,1,706,19631,322,84792,-0.012,74.2
Adrian Peterson,32,2,854,9152,341,153001,0.174,80.3
Adrian Peterson,32,3,905,16528,365,499535,0.379,53.5
Adrian Peterson,32,4,943,27728,407,251517,0.075,90.9
Matt Walsh,32,1,608,2501,222,54970,-0.119,56.7
Tyson Beckford,32,1,736,86858,304,1319329,-0.022,40.9
Tyson Beckford,32,2,749,61923,314,862449,-0.036,38.9
Tyson Beckford,32,3,835,112608,354,719701,-0.297,46.8
Jason Mraz,32,1,1241,10900,455,733865,-0.172,30.7
Jason Mraz,32,2,1335,8946,549,378873,0.899,24.0
Jason Mraz,32,3,1473,22327,571,96677,0.525,28.6
Jason Mraz,32,4,1719,13558,640,1246630,0.425,27.6
Jason Mraz,32,5,1770,15978,733,526810,0.616,42.8
Jason Mraz,32,6,1845,9899,736,351701,0.658,33.4
Jason Mraz,32,7,1945,23988,809,1077099,0.465,26.7
Jason Mraz,32,8,2082,35798,847,711224,0.25,46.3
Jason Mraz,32,9,2112,39640,893,3647761,0.666,46.0
Jason Mraz,32,10,2348,17687,895,1206168,0.638,43.8
Jason Mraz,32,11,2426,24654,896,437588,0.564,50.0
Lele Pons,32,1,969,183141,348,122830,0.013,72.2
Lele Pons,32,2,1031,93188,388,365802,-0.033,66.6
Lele Pons,32,3,1115,344423,439,152385,0.271,77.0
Lele Pons,32,4,1195,373174,450,1946217,0.519,63.9
Lele Pons,32,5,1245,141329,469,61256,0.633,72.2
Lele Pons,32,6,1340,261620,522,730950,0.695,110.3
Lele Pons,32,7,1398,218502,559,308938,0.508,86.9
Harry Jowsey,32,1,1020,211157,419,1173631,-0.235,12.2
Harry Jowsey,32,2,1227,113042,465,167760,0.24,16.7
Harry Jowsey,32,3,1195,204008,479,1068647,0.201,24.8
Harry Jowsey,32,4,1360,267215,572,2763114,0.633,20.2
Harry Jowsey,32,5,1439,187956,591,794424,0.095,26.0
Harry Jowsey,32,6,1528,176720,629,1057643,0.031,18.0
Harry Jowsey,32,7,1581,263136,646,1800372,0.536,22.4
Harry Jowsey,32,8,1680,139788,711,1009255,-0.02,34.2
Harry Jowsey,32,9,1733,325631,683,370144,-0.122,29.6
Mauricio Umansky,32,1,881,29667,321,245016,0.124,9.5
Mauricio Umansky,32,2,934,14808,394,203085,-0.514,12.6
Mauricio Umansky,32,3,1000,38697,402,170080,0.203,9.6
Mauricio Umansky,32,4,1131,17307,481,367677,0.428,10.7
Mauricio Umansky,32,5,1224,18221,495,891085,0.556,10.9
Mauricio Umansky,32,6,1243,49610,501,1964893,0.538,20.4
Charity Lawson,32,1,1114,775093,437,953797,0.509,40.0
Charity Lawson,32,2,1228,330548,515,88447,0.066,66.6
Charity Lawson,32,3,1366,883954,556,1268907,0.249,68.9
Charity Lawson,32,4,1444,786258,551,833321,0.032,46.8
Charity Lawson,32,5,1547,652388,628,825388,0.261,66.9
Charity Lawson,32,6,1634,339497,622,1091635,0.325,61.9
Charity Lawson,32,7,1766,819064,702,998856,0.789,64.0
Charity Lawson,32,8,1891,1179713,779,647774,0.673,70.3
Charity Lawson,32,9,1925,1202447,834,3315065,0.309,96.0
Charity Lawson,32,10,2088,1075091,879,864035,0.63,81.3
Charity Lawson,32,11,2216,1385957,908,436980,0.637,113.5
Ariana Madix,32,1,1169,183792,503,453899,0.179,44.2
Ariana Madix,32,2,1329,182669,547,2673120,0.129,61.3
Ariana Madix,32,3,1416,299832,571,345713,0.531,47.9
Ariana Madix,32,4,1581,245663,642,461021,0.411,45.1
Ariana Madix,32,5,1627,221458,652,469463,-0.02,58.3
Ariana Madix,32,6,1719,285238,733,1616783,0.856,50.5
Ariana Madix,32,7,1808,170467,736,1102718,0.378,62.9
Ariana Madix,32,8,1974,322325,811,324132,0.81,86.9
Ariana Madix,32,9,2052,200643,797,272936,0.158,102.3
Ariana Madix,32,10,2247,447213,903,1153809,-0.008,109.2
Ariana Madix,32,11,2293,407588,930,912813,0.444,76.9
Tori Spelling,33,1,756,123226,258,112230,-0.151,33.5
Tori Spelling,33,2,744,61432,333,938929,-0.127,42.5
Eric Roberts,33,1,862,10254,351,200683,0.124,91.0
Eric Roberts,33,2,892,21388,356,946202,-0.115,85.8
Eric Roberts,33,3,992,39853,399,157469,0.198,63.1
Reginald VelJohnson,33,1,827,98733,322,123828,-0.057,31.2
Reginald VelJohnson,33,2,882,116492,363,271535,0.104,27.6
Reginald VelJohnson,33,3,928,159835,395,103208,-0.035,29.7
Chandler Kinney,33,1,1215,60517,483,136179,0.364,45.6
Chandler Kinney,33,2,1282,98117,519,81556,0.238,56.9
Chandler Kinney,33,3,1443,95802,563,371866,0.313,62.0
Chandler Kinney,33,4,1537,79963,613,311759,0.474,68.8
Chandler Kinney,33,5,1661,38966,681,560180,0.761,52.1
Chandler Kinney,33,6,1778,102695,633,489874,0.848,82.5
Chandler Kinney,33,7,1895,78043,791,323913,0.656,73.9
Chandler Kinney,33,8,2040,121209,751,632782,0.461,62.4
Chandler Kinney,33,9,2087,45983,841,1553986,0.663,66.1
Dwight Howard ,33,1,1080,13042,411,135439,0.48,49.8
Dwight Howard ,33,2,1158,16677,434,1801877,0.274,47.7
Dwight Howard ,33,3,1202,14859,487,1260479,0.112,58.6
Dwight Howard ,33,4,1341,32236,556,810277,0.39,59.4
Dwight Howard ,33,5,1398,47832,624,286097,0.499,49.8
Dwight Howard ,33,6,1480,42852,586,126011,0.291,49.8
Dwight Howard ,33,7,1585,27269,639,1072371,0.147,46.5
Danny Amendola,33,1,1086,757475,436,126608,0.259,97.0
Danny Amendola,33,2,1184,412254,469,84609,0.48,90.1
Danny Amendola,33,3,1261,739291,495,267712,0.174,72.2
Danny Amendola,33,4,1419,661083,534,1585691,0.695,107.9
Danny Amendola,33,5,1506,683411,596,545062,0.237,92.6
Danny Amendola,33,6,1603,1016044,669,236996,0.669,119.8
Danny Amendola,33,7,1725,498077,711,690307,0.125,144.4
Danny Amendola,33,8,1725,698967,707,770771,0.662,147.8
Danny Amendola,33,9,1884,670428,755,2161424,0.515,164.4
