season,week,celebrity_name,judge_total,judge_share,fan_vote_share,judge_rank,fan_rank,rank_rule_rank,percent_rule_rank,combined_rank_sum,combined_score,eliminated_this_week,final_placement,regime
14,1,Melissa Gilbert,20.0,0.07407407407407407,0.074074074074074,10,10,10,10,20,0.14814814814814808,False,5,percent
14,1,Martina Navratilova,20.0,0.07407407407407407,0.074074074074074,10,10,10,10,20,0.14814814814814808,False,12,percent
14,1,Donald Driver,21.0,0.07777777777777778,0.0777777777777777,8,8,8,8,16,0.15555555555555547,False,1,percent
14,1,Gavin DeGraw,20.0,0.07407407407407407,0.074074074074074,10,10,10,10,20,0.14814814814814808,False,9,percent
14,1,Gladys Knight,23.0,0.08518518518518518,0.0851851851851851,4,4,4,4,8,0.17037037037037028,False,8,percent
14,1,Katherine Jenkins,26.0,0.0962962962962963,0.0962962962962963,1,1,1,1,2,0.1925925925925926,False,2,percent
14,1,Maria Menounos,21.0,0.07777777777777778,0.0777777777777777,8,8,8,8,16,0.15555555555555547,False,4,percent
14,2,William Levy,25.0,0.09293680297397769,0.0902355295889059,3,3,3,3,6,0.1831723325628836,False,3,percent
14,2,Jack Wagner,21.0,0.07806691449814127,0.0828122350556771,8,7,8,8,15,0.16087914955381838,False,11,percent
14,2,Sherri Sheperd,23.0,0.08550185873605948,0.085291436885148,6,5,6,7,11,0.17079329562120749,False,10,percent
14,2,Jaleel White,22.0,0.08178438661710037,0.091458360387146,7,2,4,5,9,0.17324274700424636,False,7,percent
14,2,Roshon Fegan,26.0,0.09665427509293681,0.0890102396362307,1,4,2,2,5,0.1856645147291675,False,6,percent
14,2,Melissa Gilbert,20.0,0.07434944237918216,0.0741704323221929,10,11,11,11,21,0.14851987470137507,False,5,percent
14,2,Martina Navratilova,17.0,0.06319702602230483,0.0704450110906288,12,12,12,12,24,0.13364203711293363,True,12,percent
14,2,Donald Driver,24.0,0.08921933085501858,0.0815919128130422,5,8,7,6,13,0.17081124366806077,False,1,percent
14,2,Gavin DeGraw,21.0,0.07806691449814127,0.0754036416096884,8,10,9,9,18,0.15347055610782967,False,9,percent
14,2,Gladys Knight,19.0,0.07063197026022305,0.0803330332301113,11,9,10,10,20,0.15096500349033437,False,8,percent
14,2,Katherine Jenkins,26.0,0.09665427509293681,0.0964167640492939,1,1,1,1,2,0.19307103914223073,False,2,percent
14,2,Maria Menounos,25.0,0.09293680297397769,0.0828314033319343,3,6,4,4,9,0.175768206305912,False,4,percent
14,3,William Levy,28.0,0.1,0.0980476566131536,2,2,2,2,4,0.1980476566131536,False,3,percent
14,3,Jack Wagner,24.0,0.08571428571428572,0.0841279846927519,7,9,9,9,16,0.16984227040703762,True,11,percent
14,3,Sherri Sheperd,24.0,0.08571428571428572,0.0897441937356314,7,6,7,7,13,0.1754584794499171,False,10,percent
14,3,Jaleel White,25.0,0.08928571428571429,0.0953547667539684,5,3,3,4,8,0.18464048103968267,False,7,percent
14,3,Roshon Fegan,25.0,0.08928571428571429,0.0935992546041084,5,4,5,5,9,0.1828849688898227,False,6,percent
14,3,Melissa Gilbert,24.0,0.08571428571428572,0.0841279846927519,7,9,9,9,16,0.16984227040703762,False,5,percent
14,3,Donald Driver,26.0,0.09285714285714286,0.0894696006311498,4,7,6,6,11,0.18232674348829264,False,1,percent
14,3,Gavin DeGraw,24.0,0.08571428571428572,0.0841279846927519,7,9,9,9,16,0.16984227040703762,False,9,percent
14,3,Gladys Knight,24.0,0.08571428571428572,0.0861821784614789,7,8,8,8,15,0.1718964641757646,False,8,percent
14,3,Katherine Jenkins,29.0,0.10357142857142858,0.103670052275755,1,1,1,1,2,0.20724148084718358,False,2,percent
14,3,Maria Menounos,27.0,0.09642857142857143,0.0915483428464984,3,5,3,3,8,0.18797691427506985,False,4,percent
14,4,William Levy,22.0,0.0944206008583691,0.1028431949067541,6,5,5,5,11,0.1972637957651232,False,3,percent
14,4,Sherri Sheperd,21.0,0.09012875536480687,0.0912102130031576,9,10,10,9,19,0.18133896836796448,True,10,percent
14,4,Jaleel White,22.0,0.0944206008583691,0.1008829487179679,6,6,6,6,12,0.195303549576337,False,7,percent
14,4,Roshon Fegan,26.0,0.11158798283261803,0.1053270923492376,2,2,1,2,4,0.21691507518185563,False,6,percent
14,4,Melissa Gilbert,22.0,0.0944206008583691,0.0927105984821566,6,9,8,8,15,0.1871311993405257,False,5,percent
14,4,Donald Driver,27.0,0.11587982832618025,0.1037515519166712,1,4,2,1,5,0.21963138024285145,False,1,percent
14,4,Gavin DeGraw,23.0,0.09871244635193133,0.0941413546282417,5,8,7,7,13,0.19285380098017302,False,9,percent
14,4,Gladys Knight,20.0,0.08583690987124463,0.0955020584967198,10,7,9,10,17,0.18133896836796443,False,8,percent
14,4,Katherine Jenkins,24.0,0.10300429184549356,0.1097967772316018,4,1,2,4,5,0.21280106907709537,False,2,percent
14,4,Maria Menounos,26.0,0.11158798283261803,0.1038342102674913,2,3,2,3,5,0.21542219310010935,False,4,percent
14,5,William Levy,29.0,0.12946428571428573,0.1186009908318849,1,2,2,2,3,0.2480652765461706,False,3,percent
14,5,Jaleel White,24.0,0.10714285714285714,0.109715697691735,6,6,6,6,12,0.21685855483459215,False,7,percent
14,5,Roshon Fegan,26.0,0.11607142857142858,0.1159559002966775,5,5,5,5,10,0.23202732886810606,False,6,percent
14,5,Melissa Gilbert,21.0,0.09375,0.0992672703321974,8,8,8,8,16,0.1930172703321974,False,5,percent
14,5,Donald Driver,27.0,0.12053571428571429,0.1162892221633074,3,4,4,4,7,0.2368249364490217,False,1,percent
14,5,Gavin DeGraw,19.0,0.08482142857142858,0.0973265355485862,9,9,9,9,18,0.18214796412001477,True,9,percent
14,5,Gladys Knight,22.0,0.09821428571428571,0.1027928146851416,7,7,7,7,14,0.20100710039942732,False,8,percent
14,5,Katherine Jenkins,29.0,0.12946428571428573,0.1237017131787096,1,1,1,1,2,0.2531659988929953,False,2,percent
14,5,Maria Menounos,27.0,0.12053571428571429,0.11634985527176,3,3,3,3,6,0.2368855695574743,False,4,percent
14,6,William Levy,36.0,0.13953526230497526,0.1341041453041767,3,2,2,2,5,0.27363940760915195,False,3,percent
14,6,Jaleel White,36.9998,0.1434104666175451,0.1288336746047119,2,4,3,3,6,0.27224414122225704,False,7,percent
14,6,Roshon Fegan,27.9998,0.1085266510413013,0.1218144181765109,7,6,7,6,13,0.2303410692178122,False,6,percent
14,6,Melissa Gilbert,30.0,0.11627938525414606,0.1120733274184136,5,7,6,7,12,0.22835271267255966,False,5,percent
14,6,Donald Driver,33.9999,0.13178291569008135,0.1298126802259135,4,3,4,4,7,0.26159559591599485,False,1,percent
14,6,Gladys Knight,24.0,0.09302350820331685,0.1069251481762603,8,8,8,8,16,0.19994865637957715,True,8,percent
14,6,Katherine Jenkins,38.9999,0.15116281323243902,0.1417471181413874,1,1,1,1,2,0.2929099313738264,False,2,percent
14,6,Maria Menounos,29.999899999999997,0.1162789976561952,0.1246894879526255,6,5,5,5,11,0.2409684856088207,False,4,percent
14,7,William Levy,26.5,0.1444141689373297,0.1482469575285755,3,2,2,3,5,0.2926611264659052,False,3,percent
14,7,Jaleel White,25.5,0.13896457765667575,0.1289711927918874,6,7,7,6,13,0.26793577044856315,True,7,percent
14,7,Roshon Fegan,26.0,0.14168937329700274,0.1381655682410345,5,6,5,5,11,0.27985494153803725,False,6,percent
14,7,Melissa Gilbert,23.5,0.12806539509536785,0.1398703753531953,7,5,6,6,12,0.26793577044856315,False,5,percent
14,7,Donald Driver,26.5,0.1444141689373297,0.1450478317638795,3,3,4,4,6,0.2894620007012092,False,1,percent
14,7,Katherine Jenkins,27.0,0.14713896457765668,0.154849482957197,2,1,1,1,3,0.30198844753485365,False,2,percent
14,7,Maria Menounos,28.5,0.1553133514986376,0.1448485913642305,1,4,2,2,5,0.3001619428628681,False,4,percent
14,8,William Levy,28.5,0.1743119266055046,0.1701096414020919,1,2,1,2,3,0.3444215680075965,False,3,percent
14,8,Roshon Fegan,28.0,0.1712538226299694,0.1523593141926371,2,6,3,6,8,0.3236131368226065,True,6,percent
14,8,Melissa Gilbert,25.5,0.1559633027522936,0.1676499206087626,6,4,6,5,10,0.3236132233610562,True,5,percent
14,8,Donald Driver,27.5,0.16819571865443425,0.1634186256503631,3,5,3,3,8,0.33161434430479736,False,1,percent
14,8,Katherine Jenkins,27.5,0.16819571865443425,0.1786529443899173,3,1,2,1,4,0.3468486630443516,False,2,percent
14,8,Maria Menounos,26.5,0.1620795107033639,0.1678095537562279,5,3,3,4,8,0.3298890644595918,False,4,percent
14,9,William Levy,29.0,0.25217391304347825,0.2508343941735005,2,2,1,1,4,0.5030083072169788,False,3,percent
14,9,Donald Driver,28.5,0.24782608695652175,0.2507747567791519,3,3,4,3,6,0.49860084373567365,False,1,percent
14,9,Katherine Jenkins,28.0,0.24347826086956523,0.2563117444421087,4,1,2,2,5,0.49979000531167395,False,2,percent
14,9,Maria Menounos,29.5,0.2565217391304348,0.2420791046052388,1,4,2,4,5,0.4986008437356736,True,4,percent
14,10,William Levy,29.666600000000003,0.33208930162582334,0.3313301840002178,2,2,2,2,4,0.6634194856260411,False,3,percent
14,10,Donald Driver,29.666600000000003,0.33208930162582334,0.3312777269916551,2,3,3,3,5,0.6633670286174784,False,1,percent
14,10,Katherine Jenkins,30.0,0.3358213967483533,0.3373920890081271,1,1,1,1,2,0.6732134857564804,False,2,percent
15,1,Gilles Marini,24.0,0.0867992766726944,0.0867991299997392,2,2,2,2,4,0.1735984066724336,False,6,percent
15,1,Sabrina Bryan,22.5,0.081374321880651,0.0813742751248223,3,3,3,3,6,0.16274859700547328,False,8,percent
15,1,Kirstie Alley,19.0,0.06871609403254973,0.0687154367159249,12,12,12,12,24,0.13743153074847464,False,7,percent
15,1,Kelly Monaco,21.5,0.07775768535262206,0.0777577052096188,6,6,6,6,12,0.15551539056224087,False,3,percent
15,1,Apolo Anton Ohno,22.0,0.07956600361663653,0.0795659901672486,4,4,4,4,8,0.15913199378388512,False,5,percent
15,1,Emmitt Smith,24.5,0.08860759493670886,0.0886074149574416,1,1,1,1,2,0.17721500989415045,False,4,percent
15,1,Shawn Johnson,22.0,0.07956600361663653,0.0795659901672485,4,5,5,5,9,0.15913199378388504,False,2,percent
15,1,Pamela Anderson,17.0,0.06148282097649186,0.0614835339191353,13,13,13,13,26,0.12296635489562716,True,13,percent
15,1,Helio Castroneves,21.5,0.07775768535262206,0.0777577052095227,6,7,7,7,13,0.15551539056214475,False,10,percent
15,1,Joey Fatone,20.5,0.07414104882459313,0.074140448940412,10,10,10,10,20,0.14828149776500513,False,12,percent
15,1,Drew Lachey,21.5,0.07775768535262206,0.0777577052091874,6,8,8,8,14,0.15551539056180946,False,11,percent
15,1,Bristol Palin,19.5,0.0705244122965642,0.0705250915201723,11,11,11,11,22,0.1410495038167365,False,9,percent
15,1,Melissa Rycroft,21.0,0.0759493670886076,0.0759495728595258,9,9,9,9,18,0.15189893994813342,False,1,percent
15,2,Gilles Marini,25.5,0.09239130434782608,0.0924547529366137,2,1,1,1,3,0.18484605728443979,False,6,percent
15,2,Sabrina Bryan,26.0,0.09420289855072464,0.0892018950342846,1,3,2,2,4,0.18340479358500925,False,8,percent
15,2,Kirstie Alley,21.0,0.07608695652173914,0.0741779041217323,11,11,12,10,22,0.15026486064347144,False,7,percent
15,2,Kelly Monaco,22.0,0.07971014492753623,0.0818019671956378,10,10,11,9,20,0.161512112123174,False,3,percent
15,2,Apolo Anton Ohno,24.5,0.08876811594202899,0.0861063988873859,4,5,4,4,9,0.1748745148294149,False,5,percent
15,2,Emmitt Smith,22.5,0.08152173913043478,0.0901199815857689,7,2,4,5,9,0.17164172071620368,False,4,percent
15,2,Shawn Johnson,25.0,0.09057971014492754,0.0867097619378239,3,4,3,3,7,0.17728947208275142,False,2,percent
15,2,Helio Castroneves,23.0,0.08333333333333333,0.0830109027329615,6,7,6,7,13,0.16634423606629484,False,10,percent
15,2,Joey Fatone,22.5,0.08152173913043478,0.0676877904021418,7,12,10,12,19,0.1492095295325766,True,12,percent
15,2,Drew Lachey,22.5,0.08152173913043478,0.0824075396612293,7,8,8,8,15,0.16392927879166408,False,11,percent
15,2,Bristol Palin,18.0,0.06521739130434782,0.0839921382282288,12,6,9,11,18,0.14920952953257663,False,9,percent
15,2,Melissa Rycroft,23.5,0.08514492753623189,0.0823289672761909,5,9,7,6,14,0.1674738948124228,False,1,percent
15,3,Gilles Marini,25.5,0.09172661870503597,0.0964225448080538,4,1,1,2,5,0.18814916351308977,False,6,percent
15,3,Sabrina Bryan,25.5,0.09172661870503597,0.0939633649643967,4,3,2,5,7,0.18568998366943268,False,8,percent
15,3,Kirstie Alley,24.0,0.08633093525179857,0.0871508370888565,9,9,10,8,18,0.17348177234065507,False,7,percent
15,3,Kelly Monaco,27.0,0.09712230215827339,0.0906483708486722,1,8,5,4,9,0.18777067300694558,False,3,percent
15,3,Apolo Anton Ohno,25.5,0.09172661870503597,0.0918319904646084,4,6,6,7,10,0.18355860916964437,False,5,percent
15,3,Emmitt Smith,25.0,0.08992805755395683,0.0940849480403354,8,2,6,6,10,0.18401300559429223,False,4,percent
15,3,Shawn Johnson,26.5,0.09532374100719425,0.0934342007300272,3,4,2,1,7,0.18875794173722144,False,2,percent
15,3,Helio Castroneves,25.5,0.09172661870503597,0.081755153635619,4,11,8,10,15,0.17348177234065498,True,10,percent
15,3,Drew Lachey,24.0,0.08633093525179857,0.0871508370888564,9,10,11,10,19,0.17348177234065498,True,11,percent
15,3,Bristol Palin,22.5,0.08093525179856115,0.0925465205420939,11,5,9,9,16,0.17348177234065504,False,9,percent
15,3,Melissa Rycroft,27.0,0.09712230215827339,0.09101123178848,1,7,4,3,8,0.1881335339467534,False,1,percent
15,4,Gilles Marini,39.5,0.12286158631415241,0.1182966008237335,1,1,1,1,2,0.2411581871378859,False,6,percent
15,4,Sabrina Bryan,35.5,0.1104199066874028,0.112182302323908,6,4,5,6,10,0.22260220901131078,False,8,percent
15,4,Kirstie Alley,30.0,0.09331259720062209,0.1073225550236118,9,8,8,8,17,0.2006351522242339,False,7,percent
15,4,Kelly Monaco,37.5,0.1166407465007776,0.1115951239491211,3,5,3,3,8,0.2282358704498987,False,3,percent
15,4,Apolo Anton Ohno,34.5,0.10730948678071539,0.109435567186323,7,7,7,7,14,0.2167450539670384,False,5,percent
15,4,Emmitt Smith,36.0,0.1119751166407465,0.1127975840147316,5,3,3,5,8,0.2247727006554781,False,4,percent
15,4,Shawn Johnson,39.5,0.12286158631415241,0.1159002308129412,1,2,2,2,3,0.2387618171270936,False,2,percent
15,4,Bristol Palin,32.0,0.09953343701399689,0.101101715210237,8,9,8,8,17,0.2006351522242339,True,9,percent
15,4,Melissa Rycroft,37.0,0.1150855365474339,0.1113683206553924,4,6,5,4,10,0.2264538572028263,False,1,percent
15,5,Gilles Marini,28.25,0.12710911136107986,0.1301042137795703,2,1,1,2,3,0.25721332514065015,False,6,percent
15,5,Sabrina Bryan,29.25,0.13160854893138357,0.1270693652976755,1,3,2,1,4,0.25867791422905906,False,8,percent
15,5,Kirstie Alley,26.25,0.11811023622047244,0.1189657028797918,7,8,7,8,15,0.23707593910026425,False,7,percent
15,5,Kelly Monaco,25.75,0.11586051743532058,0.1213845414380567,8,7,7,7,15,0.23724505887337727,False,3,percent
15,5,Apolo Anton Ohno,28.25,0.12710911136107986,0.1235324404674721,2,6,5,6,8,0.25064155182855197,False,5,percent
15,5,Emmitt Smith,28.0,0.12598425196850394,0.1256509224561486,6,4,6,5,10,0.25163517442465255,False,4,percent
15,5,Shawn Johnson,28.25,0.12710911136107986,0.1283269492832523,2,2,2,3,4,0.25543606064433216,False,2,percent
15,5,Melissa Rycroft,28.25,0.12710911136107986,0.1249658643980326,2,5,4,4,7,0.2520749757591125,False,1,percent
15,6,Gilles Marini,27.5,0.12168141592920353,0.1272966144902857,5,2,2,4,7,0.24897803041948924,False,6,percent
15,6,Sabrina Bryan,30.0,0.13274336283185842,0.1131518733392127,1,8,5,7,9,0.24589523617107112,True,8,percent
15,6,Kirstie Alley,27.5,0.12168141592920353,0.1242138202418676,5,7,7,7,12,0.24589523617107112,False,7,percent
15,6,Kelly Monaco,27.0,0.11946902654867257,0.1264262096223986,7,6,8,5,13,0.24589523617107117,False,3,percent
15,6,Apolo Anton Ohno,30.0,0.13274336283185842,0.1266027479207514,1,5,1,1,6,0.2593461107526098,False,5,percent
15,6,Emmitt Smith,26.5,0.1172566371681416,0.1286385990029296,8,1,5,5,9,0.24589523617107117,False,4,percent
15,6,Shawn Johnson,28.0,0.12389380530973451,0.1268492346332092,4,3,2,3,7,0.2507430399429437,False,2,percent
15,6,Melissa Rycroft,29.5,0.13053097345132744,0.1268209007493451,3,4,2,2,7,0.2573518742006725,False,1,percent
15,7,Gilles Marini,33.4998,0.1384293260352406,0.1418352651023793,5,5,5,5,10,0.2802645911376199,False,6,percent
15,7,Kirstie Alley,27.999899999999997,0.11570240079206841,0.1319422072100816,7,7,7,7,14,0.24764460800215,False,7,percent
15,7,Kelly Monaco,36.0,0.14876076087823395,0.1446247708720612,3,3,3,3,6,0.29338553175029514,False,3,percent
15,7,Apolo Anton Ohno,33.0,0.1363640308050478,0.1406252359178146,6,6,6,6,12,0.2769892667228624,False,5,percent
15,7,Emmitt Smith,34.4999,0.1425619826173051,0.1442216217518271,4,4,4,4,8,0.2867836043691322,False,4,percent
15,7,Shawn Johnson,37.9998,0.15702442114501985,0.1476973231332604,2,2,2,2,4,0.30472174427828025,False,2,percent
15,7,Melissa Rycroft,38.9999,0.16115707772708435,0.1490535760125756,1,1,1,1,2,0.31021065373965995,False,1,percent
15,8,Gilles Marini,29.2777,0.1469193195013584,0.1401244303824613,2,6,3,4,8,0.2870437498838197,True,6,percent
15,8,Kirstie Alley,25.5,0.127962327890669,0.1306159415364849,7,7,7,7,14,0.2585782694271539,True,7,percent
15,8,Kelly Monaco,28.3333,0.1421801970519487,0.144863552831871,5,3,3,4,8,0.2870437498838197,False,3,percent
15,8,Apolo Anton Ohno,29.2777,0.1469193195013584,0.1427251249654323,2,5,2,3,7,0.2896444444667907,False,5,percent
15,8,Emmitt Smith,29.0554,0.1458037890899821,0.1447465848199514,4,4,3,2,8,0.2905503739099335,False,4,percent
15,8,Shawn Johnson,27.8333,0.13967113179919047,0.1473726180846292,6,2,3,6,8,0.28704374988381964,False,2,percent
15,8,Melissa Rycroft,30.0,0.15054391516549293,0.1495517473791696,1,1,1,1,2,0.3000956625446625,False,1,percent
15,9,Kelly Monaco,27.110999999999997,0.19227700484469115,0.2048381492606424,4,1,2,3,5,0.39711515410533355,False,3,percent
15,9,Apolo Anton Ohno,28.611,0.20291532535175608,0.1877930612819126,3,5,4,5,8,0.3907083866336687,True,5,percent
15,9,Emmitt Smith,27.0,0.19148976912716836,0.1992186302097999,5,4,5,4,9,0.39070839933696827,True,4,percent
15,9,Shawn Johnson,29.5,0.2092203033056099,0.2042624088479978,1,2,1,1,3,0.41348271215360766,False,2,percent
15,9,Melissa Rycroft,28.7777,0.20409759737077457,0.2038877503996471,2,3,2,2,5,0.40798534777042167,False,1,percent
15,10,Kelly Monaco,29.1109,0.3331212530739241,0.3338159001569941,2,1,1,2,3,0.6669371532309182,False,3,percent
15,10,Shawn Johnson,28.944300000000002,0.33121481937513375,0.3325542652223798,3,3,3,3,6,0.6637690845975135,False,2,percent
15,10,Melissa Rycroft,29.333099999999998,0.33566392755094215,0.333629834620626,1,2,1,1,3,0.6692937621715682,False,1,percent
16,1,Ingo Rademacher,20.0,0.08733624454148471,0.0873362445414847,5,5,5,5,10,0.1746724890829694,False,5,percent
16,1,Zendaya,24.0,0.10480349344978165,0.1048034934497816,1,1,1,1,2,0.20960698689956325,False,2,percent
16,1,Dorothy Hamill,21.0,0.09170305676855896,0.0917030567685589,2,2,2,2,4,0.18340611353711786,False,12,percent
16,1,Victor Ortiz,18.0,0.07860262008733625,0.0786026200873362,8,8,8,8,16,0.15720524017467247,False,8,percent
16,1,Alexandra Raisman,21.0,0.09170305676855896,0.0917030567685589,2,2,2,2,4,0.18340611353711786,False,4,percent
16,1,Jacoby Jones,20.0,0.08733624454148471,0.0873362445414847,5,5,5,5,10,0.1746724890829694,False,3,percent
16,1,D. L. Hughley,12.0,0.05240174672489083,0.0524017467248908,12,12,12,12,24,0.10480349344978163,False,9,percent
16,1,Andy Dick,17.0,0.07423580786026202,0.074235807860262,11,11,11,11,22,0.14847161572052403,False,7,percent
16,1,Wynonna Judd,18.0,0.07860262008733625,0.0786026200873362,8,8,8,8,16,0.15720524017467247,False,11,percent
16,1,Kellie Pickler,21.0,0.09170305676855896,0.0917030567685589,2,2,2,2,4,0.18340611353711786,False,1,percent
16,1,Lisa Vanderpump,18.0,0.07860262008733625,0.0786026200873362,8,8,8,8,16,0.15720524017467247,False,10,percent
16,1,Sean Lowe,19.0,0.08296943231441048,0.0829694323144104,7,7,7,7,14,0.16593886462882088,False,6,percent
16,2,Ingo Rademacher,20.0,0.08196721311475409,0.0855465673992887,5,5,5,5,10,0.1675137805140428,False,5,percent
16,2,Zendaya,26.0,0.10655737704918032,0.1053881213149348,1,1,1,1,2,0.21194549836411514,False,2,percent
16,2,Dorothy Hamill,15.0,0.06147540983606557,0.081627174457856,12,7,11,11,19,0.1431025842939216,False,12,percent
16,2,Victor Ortiz,18.0,0.07377049180327869,0.0769919106594204,8,8,7,8,16,0.1507624024626991,False,8,percent
16,2,Alexandra Raisman,24.0,0.09836065573770492,0.0939222564242999,3,3,3,3,6,0.19228291216200483,False,4,percent
16,2,Jacoby Jones,23.0,0.0942622950819672,0.0896449280555784,4,4,4,4,8,0.1839072231375456,False,3,percent
16,2,D. L. Hughley,16.0,0.06557377049180328,0.0567924213140603,11,12,12,12,23,0.12236619180586358,False,9,percent
16,2,Andy Dick,20.0,0.08196721311475409,0.0768129429445634,5,11,7,7,16,0.1587801560593175,False,7,percent
16,2,Wynonna Judd,18.0,0.07377049180327869,0.0769919106594204,8,8,7,8,16,0.1507624024626991,False,11,percent
